ID,Ref No , Methods,Scale,Crop,Country,Site(location),Region,latitude,longitude,Current Average Temperature (dC)_area_weighted,Current Average Temperature_point_coordinate (dC),Current Annual Precipitation (mm) _area_weighted ,Current Annual Precipitation  (mm) _point_coordinate,Future_Mid-point,Baseline_Mid-point,Time slice,Climate scenario,Scenario source,Local delta T ,Local delta T from 2005,Annual Precipitation change each study  (mm) , Annual Precipitation change  from 2005 (mm),Global delta T from pre-industrial period ,Global delta T from 2005,Projected yield (t/ha),Climate impacts (%),Climate impacts relative to 2005,Climate impacts per dC (%),Climate impacts per decade (%),CO2,CO2 ppm,Fertiliser,Irrigation,Cultivar,Soil organic matter management,Planting time,Tillage,Others,Adaptation,Adaptation type,Reference,doi,Publication year,"Note1 
(* = corrected by HW) ","Note2 
(* = Local temperature is  estimated )","Note3 
(* = Local delta Pr is  estimated )","Note4 
(* = Global temperature is  estimated )",Seasonal Precipitation change (mm) each study (local baseperiod),Base precipitation (annual) (mm) (local base period),Annual Preciptation change (%) (relative to local base),Base precipitation (seasonal) (mm) (local base period)
536,34,SCOPUS-NewSearch,Global,Maize,Pakistan,NA,Asia,30.4 ,69.3 ,21.8 ,19.7 ,605 ,285 ,2030,2005,NF,RCP4.5,CMIP5,0.99 ,0.99 ,13.1 ,13.1 ,1.57 ,0.78 ,0.8222,-86.32 ,-86.32 ,-87.54 ,-34.53 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
537,34,SCOPUS-NewSearch,Global,Maize,Pakistan,NA,Asia,30.4 ,69.3 ,21.8 ,19.7 ,605 ,285 ,2030,2005,NF,RCP8.5,CMIP5,1.15 ,1.15 ,-8.4 ,-8.4 ,1.73 ,0.94 ,0.8224,-87.45 ,-87.45 ,-76.24 ,-34.98 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
538,34,SCOPUS-NewSearch,Global,Maize,Paraguay,NA,Central and South America,-23.4 ,-58.4 ,22.9 ,25.0 ,1599 ,1180 ,2030,2005,NF,RCP2.6,CMIP5,0.64 ,0.64 ,-21.2 ,-21.2 ,1.59 ,0.80 ,2.5905,-56.91 ,-56.91 ,-88.79 ,-22.77 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
539,34,SCOPUS-NewSearch,Global,Maize,Paraguay,NA,Central and South America,-23.4 ,-58.4 ,22.9 ,25.0 ,1599 ,1180 ,2030,2005,NF,RCP4.5,CMIP5,0.58 ,0.58 ,77.4 ,77.4 ,1.57 ,0.78 ,2.4071,-60.17 ,-60.17 ,-103.39 ,-24.07 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
540,34,SCOPUS-NewSearch,Global,Maize,Paraguay,NA,Central and South America,-23.4 ,-58.4 ,22.9 ,25.0 ,1599 ,1180 ,2030,2005,NF,RCP8.5,CMIP5,1.09 ,1.09 ,-62.8 ,-62.8 ,1.73 ,0.94 ,1.94,-65.78 ,-65.78 ,-60.35 ,-26.31 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
541,34,SCOPUS-NewSearch,Global,Maize,Philippines,NA,Asia,13.0 ,122.0 ,26.1 ,26.8 ,2287 ,2417 ,2030,2005,NF,RCP2.6,CMIP5,0.51 ,0.51 ,149.7 ,149.7 ,1.59 ,0.80 ,2.4727,-54.29 ,-54.29 ,-107.51 ,-21.72 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
542,34,SCOPUS-NewSearch,Global,Maize,Philippines,NA,Asia,13.0 ,122.0 ,26.1 ,26.8 ,2287 ,2417 ,2030,2005,NF,RCP4.5,CMIP5,0.57 ,0.57 ,203.4 ,203.4 ,1.57 ,0.78 ,2.4169,-53.08 ,-53.08 ,-93.28 ,-21.23 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
543,34,SCOPUS-NewSearch,Global,Maize,Philippines,NA,Asia,13.0 ,122.0 ,26.1 ,26.8 ,2287 ,2417 ,2030,2005,NF,RCP8.5,CMIP5,0.72 ,0.72 ,109.2 ,109.2 ,1.73 ,0.94 ,2.2068,-54.24 ,-54.24 ,-75.44 ,-21.70 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
544,34,SCOPUS-NewSearch,Global,Maize,Poland,NA,Europe,51.9 ,19.1 ,8.8 ,8.8 ,761 ,705 ,2030,2005,NF,RCP2.6,CMIP5,1.19 ,1.19 ,0.0 ,0.0 ,1.59 ,0.80 ,6.1962,26.47 ,26.47 ,22.34 ,10.59 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
545,34,SCOPUS-NewSearch,Global,Maize,Poland,NA,Europe,51.9 ,19.1 ,8.8 ,8.8 ,761 ,705 ,2030,2005,NF,RCP4.5,CMIP5,1.16 ,1.16 ,-2.2 ,-2.2 ,1.57 ,0.78 ,6.4481,32.82 ,32.82 ,28.39 ,13.13 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
546,34,SCOPUS-NewSearch,Global,Maize,Poland,NA,Europe,51.9 ,19.1 ,8.8 ,8.8 ,761 ,705 ,2030,2005,NF,RCP8.5,CMIP5,1.25 ,1.25 ,38.3 ,38.3 ,1.73 ,0.94 ,6.5829,36.31 ,36.31 ,29.17 ,14.53 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
547,34,SCOPUS-NewSearch,Global,Maize,Romania,NA,Europe,45.9 ,25.0 ,11.0 ,7.8 ,722 ,981 ,2030,2005,NF,RCP2.6,CMIP5,1.08 ,1.08 ,-19.0 ,-19.0 ,1.59 ,0.80 ,6.8798,-1.74 ,-1.74 ,-1.62 ,-0.70 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
548,34,SCOPUS-NewSearch,Global,Maize,Romania,NA,Europe,45.9 ,25.0 ,11.0 ,7.8 ,722 ,981 ,2030,2005,NF,RCP4.5,CMIP5,0.86 ,0.86 ,-15.3 ,-15.3 ,1.57 ,0.78 ,6.9608,-0.98 ,-0.98 ,-1.14 ,-0.39 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
549,34,SCOPUS-NewSearch,Global,Maize,Romania,NA,Europe,45.9 ,25.0 ,11.0 ,7.8 ,722 ,981 ,2030,2005,NF,RCP8.5,CMIP5,1.24 ,1.24 ,-4.0 ,-4.0 ,1.73 ,0.94 ,6.6808,-3.11 ,-3.11 ,-2.51 ,-1.24 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
550,34,SCOPUS-NewSearch,Global,Maize,Russia,NA,Europe,61.5 ,105.3 ,5.2 ,-8.4 ,574 ,402 ,2030,2005,NF,RCP2.6,CMIP5,1.42 ,1.42 ,16.1 ,16.1 ,1.59 ,0.80 ,5.0713,6.75 ,6.75 ,4.77 ,2.70 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
551,34,SCOPUS-NewSearch,Global,Maize,Russia,NA,Europe,61.5 ,105.3 ,5.2 ,-8.4 ,574 ,402 ,2030,2005,NF,RCP4.5,CMIP5,1.20 ,1.20 ,10.2 ,10.2 ,1.57 ,0.78 ,4.9046,1.99 ,1.99 ,1.66 ,0.80 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
552,34,SCOPUS-NewSearch,Global,Maize,Russia,NA,Europe,61.5 ,105.3 ,5.2 ,-8.4 ,574 ,402 ,2030,2005,NF,RCP8.5,CMIP5,1.61 ,1.61 ,20.5 ,20.5 ,1.73 ,0.94 ,4.8936,4.19 ,4.19 ,2.60 ,1.68 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
553,34,SCOPUS-NewSearch,Global,Maize,South Africa,NA,Africa,-30.6 ,22.9 ,18.4 ,18.0 ,625 ,291 ,2030,2005,NF,RCP2.6,CMIP5,0.72 ,0.72 ,-41.6 ,-41.6 ,1.59 ,0.80 ,8.5944,-8.38 ,-8.38 ,-11.64 ,-3.35 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
554,34,SCOPUS-NewSearch,Global,Maize,South Africa,NA,Africa,-30.6 ,22.9 ,18.4 ,18.0 ,625 ,291 ,2030,2005,NF,RCP4.5,CMIP5,0.76 ,0.76 ,-4.7 ,-4.7 ,1.57 ,0.78 ,8.2116,-11.97 ,-11.97 ,-15.73 ,-4.79 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
555,34,SCOPUS-NewSearch,Global,Maize,South Africa,NA,Africa,-30.6 ,22.9 ,18.4 ,18.0 ,625 ,291 ,2030,2005,NF,RCP8.5,CMIP5,0.99 ,0.99 ,-25.6 ,-25.6 ,1.73 ,0.94 ,7.8888,-13.03 ,-13.03 ,-13.12 ,-5.21 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
556,34,SCOPUS-NewSearch,Global,Maize,Spain,NA,Europe,40.5 ,-3.7 ,14.4 ,15.4 ,615 ,421 ,2030,2005,NF,RCP2.6,CMIP5,0.78 ,0.78 ,-50.8 ,-50.8 ,1.59 ,0.80 ,7.6558,-23.95 ,-23.95 ,-30.62 ,-9.58 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
557,34,SCOPUS-NewSearch,Global,Maize,Spain,NA,Europe,40.5 ,-3.7 ,14.4 ,15.4 ,615 ,421 ,2030,2005,NF,RCP4.5,CMIP5,0.90 ,0.90 ,-45.7 ,-45.7 ,1.57 ,0.78 ,7.5749,-24.97 ,-24.97 ,-27.72 ,-9.99 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
558,34,SCOPUS-NewSearch,Global,Maize,Spain,NA,Europe,40.5 ,-3.7 ,14.4 ,15.4 ,615 ,421 ,2030,2005,NF,RCP8.5,CMIP5,1.06 ,1.06 ,-45.3 ,-45.3 ,1.73 ,0.94 ,7.1359,-26.80 ,-26.80 ,-25.28 ,-10.72 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
559,34,SCOPUS-NewSearch,Global,Maize,Tanzania,NA,Africa,-6.4 ,34.9 ,23.0 ,23.1 ,963 ,616 ,2030,2005,NF,RCP2.6,CMIP5,0.65 ,0.65 ,24.1 ,24.1 ,1.59 ,0.80 ,1.8943,-28.70 ,-28.70 ,-44.43 ,-11.48 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
560,34,SCOPUS-NewSearch,Global,Maize,Tanzania,NA,Africa,-6.4 ,34.9 ,23.0 ,23.1 ,963 ,616 ,2030,2005,NF,RCP4.5,CMIP5,0.69 ,0.69 ,16.4 ,16.4 ,1.57 ,0.78 ,1.629,-33.75 ,-33.75 ,-48.85 ,-13.50 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
561,34,SCOPUS-NewSearch,Global,Maize,Tanzania,NA,Africa,-6.4 ,34.9 ,23.0 ,23.1 ,963 ,616 ,2030,2005,NF,RCP8.5,CMIP5,0.87 ,0.87 ,70.5 ,70.5 ,1.73 ,0.94 ,1.4776,-33.89 ,-33.89 ,-39.13 ,-13.56 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
562,34,SCOPUS-NewSearch,Global,Maize,Thailand,NA,Asia,15.9 ,101.0 ,27.8 ,28.8 ,1323 ,1254 ,2030,2005,NF,RCP2.6,CMIP5,0.68 ,0.68 ,36.9 ,36.9 ,1.59 ,0.80 ,0.4883,-91.90 ,-91.90 ,-135.34 ,-36.76 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
563,34,SCOPUS-NewSearch,Global,Maize,Thailand,NA,Asia,15.9 ,101.0 ,27.8 ,28.8 ,1323 ,1254 ,2030,2005,NF,RCP4.5,CMIP5,0.65 ,0.65 ,70.8 ,70.8 ,1.57 ,0.78 ,0.502,-93.14 ,-93.14 ,-142.42 ,-37.26 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
564,34,SCOPUS-NewSearch,Global,Maize,Thailand,NA,Asia,15.9 ,101.0 ,27.8 ,28.8 ,1323 ,1254 ,2030,2005,NF,RCP8.5,CMIP5,0.92 ,0.92 ,11.7 ,11.7 ,1.73 ,0.94 ,0.3604,-95.71 ,-95.71 ,-104.60 ,-38.28 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
565,34,SCOPUS-NewSearch,Global,Maize,Turkey,NA,Europe,39.0 ,35.2 ,13.2 ,10.6 ,740 ,372 ,2030,2005,NF,RCP2.6,CMIP5,0.96 ,0.96 ,-13.9 ,-13.9 ,1.59 ,0.80 ,3.3775,-79.75 ,-79.75 ,-82.99 ,-31.90 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
566,34,SCOPUS-NewSearch,Global,Maize,Turkey,NA,Europe,39.0 ,35.2 ,13.2 ,10.6 ,740 ,372 ,2030,2005,NF,RCP4.5,CMIP5,0.57 ,0.57 ,0.0 ,0.0 ,1.57 ,0.78 ,3.352,-78.28 ,-78.28 ,-137.34 ,-31.31 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
567,34,SCOPUS-NewSearch,Global,Maize,Turkey,NA,Europe,39.0 ,35.2 ,13.2 ,10.6 ,740 ,372 ,2030,2005,NF,RCP8.5,CMIP5,1.11 ,1.11 ,-11.7 ,-11.7 ,1.73 ,0.94 ,3.2789,-80.16 ,-80.16 ,-72.41 ,-32.06 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
568,34,SCOPUS-NewSearch,Global,Maize,Uganda,NA,Africa,1.4 ,32.3 ,24.3 ,24.7 ,1213 ,1160 ,2030,2005,NF,RCP2.6,CMIP5,0.54 ,0.54 ,35.8 ,35.8 ,1.59 ,0.80 ,5.6215,-62.45 ,-62.45 ,-114.81 ,-24.98 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
569,34,SCOPUS-NewSearch,Global,Maize,Uganda,NA,Africa,1.4 ,32.3 ,24.3 ,24.7 ,1213 ,1160 ,2030,2005,NF,RCP4.5,CMIP5,0.76 ,0.76 ,-53.3 ,-53.3 ,1.57 ,0.78 ,5.0604,-64.38 ,-64.38 ,-84.93 ,-25.75 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
570,34,SCOPUS-NewSearch,Global,Maize,Uganda,NA,Africa,1.4 ,32.3 ,24.3 ,24.7 ,1213 ,1160 ,2030,2005,NF,RCP8.5,CMIP5,0.83 ,0.83 ,14.6 ,14.6 ,1.73 ,0.94 ,5.0033,-62.07 ,-62.07 ,-74.69 ,-24.83 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
571,34,SCOPUS-NewSearch,Global,Maize,Ukraine,NA,Europe,48.4 ,31.2 ,9.4 ,9.0 ,625 ,584 ,2030,2005,NF,RCP2.6,CMIP5,1.22 ,1.22 ,-6.2 ,-6.2 ,1.59 ,0.80 ,6.7108,-11.77 ,-11.77 ,-9.61 ,-4.71 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
572,34,SCOPUS-NewSearch,Global,Maize,Ukraine,NA,Europe,48.4 ,31.2 ,9.4 ,9.0 ,625 ,584 ,2030,2005,NF,RCP4.5,CMIP5,0.82 ,0.82 ,13.5 ,13.5 ,1.57 ,0.78 ,6.9141,-9.51 ,-9.51 ,-11.57 ,-3.80 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
573,34,SCOPUS-NewSearch,Global,Maize,Ukraine,NA,Europe,48.4 ,31.2 ,9.4 ,9.0 ,625 ,584 ,2030,2005,NF,RCP8.5,CMIP5,1.34 ,1.34 ,9.5 ,9.5 ,1.73 ,0.94 ,6.5491,-14.55 ,-14.55 ,-10.83 ,-5.82 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
574,34,SCOPUS-NewSearch,Global,Maize,United States,NA,North America,37.1 ,-95.7 ,11.4 ,15.6 ,1032 ,1204 ,2030,2005,NF,RCP2.6,CMIP5,1.29 ,1.29 ,0.0 ,0.0 ,1.59 ,0.80 ,8.4159,-17.58 ,-17.58 ,-13.61 ,-7.03 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
575,34,SCOPUS-NewSearch,Global,Maize,United States,NA,North America,37.1 ,-95.7 ,11.4 ,15.6 ,1032 ,1204 ,2030,2005,NF,RCP4.5,CMIP5,1.39 ,1.39 ,5.8 ,5.8 ,1.57 ,0.78 ,8.5766,-15.29 ,-15.29 ,-11.04 ,-6.12 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
576,34,SCOPUS-NewSearch,Global,Maize,United States,NA,North America,37.1 ,-95.7 ,11.4 ,15.6 ,1032 ,1204 ,2030,2005,NF,RCP8.5,CMIP5,1.44 ,1.44 ,22.3 ,22.3 ,1.73 ,0.94 ,8.1943,-19.87 ,-19.87 ,-13.80 ,-7.95 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
577,34,SCOPUS-NewSearch,Global,Maize,Venezuela,NA,Central and South America,6.4 ,-66.6 ,26.9 ,26.3 ,1404 ,2631 ,2030,2005,NF,RCP2.6,CMIP5,0.71 ,0.71 ,-40.2 ,-40.2 ,1.59 ,0.80 ,3.4441,-76.27 ,-76.27 ,-107.73 ,-30.51 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
578,34,SCOPUS-NewSearch,Global,Maize,Venezuela,NA,Central and South America,6.4 ,-66.6 ,26.9 ,26.3 ,1404 ,2631 ,2030,2005,NF,RCP4.5,CMIP5,0.68 ,0.68 ,-21.2 ,-21.2 ,1.57 ,0.78 ,3.6856,-71.96 ,-71.96 ,-106.29 ,-28.78 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
579,34,SCOPUS-NewSearch,Global,Maize,Venezuela,NA,Central and South America,6.4 ,-66.6 ,26.9 ,26.3 ,1404 ,2631 ,2030,2005,NF,RCP8.5,CMIP5,0.82 ,0.82 ,1.1 ,1.1 ,1.73 ,0.94 ,3.1621,-78.99 ,-78.99 ,-96.92 ,-31.60 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
580,34,SCOPUS-NewSearch,Global,Maize,Vietnam,NA,Asia,14.1 ,108.3 ,25.0 ,23.2 ,1828 ,1921 ,2030,2005,NF,RCP2.6,CMIP5,0.73 ,0.73 ,35.1 ,35.1 ,1.59 ,0.80 ,2.0105,-66.32 ,-66.32 ,-90.72 ,-26.53 ,Yes,429.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
581,34,SCOPUS-NewSearch,Global,Maize,Vietnam,NA,Asia,14.1 ,108.3 ,25.0 ,23.2 ,1828 ,1921 ,2030,2005,NF,RCP4.5,CMIP5,0.78 ,0.78 ,50.0 ,50.0 ,1.57 ,0.78 ,1.983,-66.27 ,-66.27 ,-85.07 ,-26.51 ,Yes,436.6 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
582,34,SCOPUS-NewSearch,Global,Maize,Vietnam,NA,Asia,14.1 ,108.3 ,25.0 ,23.2 ,1828 ,1921 ,2030,2005,NF,RCP8.5,CMIP5,1.01 ,1.01 ,25.2 ,25.2 ,1.73 ,0.94 ,1.7729,-68.96 ,-68.96 ,-68.48 ,-27.58 ,Yes,451.9 ,Yes,No,Yes,No,Yes,No,No,Yes,Combined,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
583,34,SCOPUS-NewSearch,Global,Maize,Argentina,NA,Central and South America,-38.4 ,-63.6 ,17.9 ,16.0 ,972 ,505 ,2050,2005,MC,RCP2.6,CMIP5,0.63 ,0.63 ,-43.1 ,-43.1 ,1.79 ,1.00 ,4.2986,-25.91 ,-25.91 ,-41.05 ,-5.76 ,Yes,442.2 ,No,No,No,No,No,No,No,No,No,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
584,34,SCOPUS-NewSearch,Global,Maize,Argentina,NA,Central and South America,-38.4 ,-63.6 ,17.9 ,16.0 ,972 ,505 ,2050,2005,MC,RCP4.5,CMIP5,0.93 ,0.93 ,-17.9 ,-17.9 ,2.09 ,1.30 ,3.894,-31.51 ,-31.51 ,-33.74 ,-7.00 ,Yes,487.2 ,No,No,No,No,No,No,No,No,No,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
585,34,SCOPUS-NewSearch,Global,Maize,Argentina,NA,Central and South America,-38.4 ,-63.6 ,17.9 ,16.0 ,972 ,505 ,2050,2005,MC,RCP8.5,CMIP5,1.50 ,1.50 ,-30.3 ,-30.3 ,2.59 ,1.80 ,3.0689,-45.96 ,-45.96 ,-30.72 ,-10.21 ,Yes,545.4 ,No,No,No,No,No,No,No,No,No,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
586,34,SCOPUS-NewSearch,Global,Maize,Austria,NA,Europe,47.5 ,14.6 ,9.1 ,6.7 ,992 ,1456 ,2050,2005,MC,RCP2.6,CMIP5,1.26 ,1.26 ,-65.7 ,-65.7 ,1.79 ,1.00 ,6.3582,28.79 ,28.79 ,22.87 ,6.40 ,Yes,442.2 ,No,No,No,No,No,No,No,No,No,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
587,34,SCOPUS-NewSearch,Global,Maize,Austria,NA,Europe,47.5 ,14.6 ,9.1 ,6.7 ,992 ,1456 ,2050,2005,MC,RCP4.5,CMIP5,1.67 ,1.67 ,-79.2 ,-79.2 ,2.09 ,1.30 ,6.2227,27.29 ,27.29 ,16.34 ,6.06 ,Yes,487.2 ,No,No,No,No,No,No,No,No,No,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
588,34,SCOPUS-NewSearch,Global,Maize,Austria,NA,Europe,47.5 ,14.6 ,9.1 ,6.7 ,992 ,1456 ,2050,2005,MC,RCP8.5,CMIP5,2.07 ,2.07 ,-46.4 ,-46.4 ,2.59 ,1.80 ,5.9838,27.64 ,27.64 ,13.36 ,6.14 ,Yes,545.4 ,No,No,No,No,No,No,No,No,No,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
589,34,SCOPUS-NewSearch,Global,Maize,Brazil,NA,Central and South America,-14.2 ,-51.9 ,23.3 ,27.8 ,1553 ,1514 ,2050,2005,MC,RCP2.6,CMIP5,0.79 ,0.79 ,-13.9 ,-13.9 ,1.79 ,1.00 ,4.5826,-44.41 ,-44.41 ,-56.44 ,-9.87 ,Yes,442.2 ,No,No,No,No,No,No,No,No,No,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
590,34,SCOPUS-NewSearch,Global,Maize,Brazil,NA,Central and South America,-14.2 ,-51.9 ,23.3 ,27.8 ,1553 ,1514 ,2050,2005,MC,RCP4.5,CMIP5,1.29 ,1.29 ,30.7 ,30.7 ,2.09 ,1.30 ,3.9558,-52.26 ,-52.26 ,-40.48 ,-11.61 ,Yes,487.2 ,No,No,No,No,No,No,No,No,No,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
591,34,SCOPUS-NewSearch,Global,Maize,Brazil,NA,Central and South America,-14.2 ,-51.9 ,23.3 ,27.8 ,1553 ,1514 ,2050,2005,MC,RCP8.5,CMIP5,1.95 ,1.95 ,-36.5 ,-36.5 ,2.59 ,1.80 ,2.9521,-66.06 ,-66.06 ,-33.91 ,-14.68 ,Yes,545.4 ,No,No,No,No,No,No,No,No,No,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017,,,,,,,,
